FID,Contrato,Area_Km2,Nombre,Operador,Cuenca,Compañía de Servicios,Fecha de adquisición,XMIN,XMAX,YMIN,YMAX,SHAPE_AREA,SHAPE_LEN,Shape__Area,Shape__Length
252,LLA-33,146.25415388,SAN ANTONIO 3D-2010,BC EXPLORACION Y PRODUCCION DE HIDROCARBUROS S L SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEEKO ENERGY S A S,1/1/1900 12:00:00 AM,-72.2930141,-72.15073777,4.47501769,4.60184016,0.0119054962613,0.427339451509,147995835.894775,47639.7730829597
253,SIN_OFF-06,1757.85624185,BARRANQUILLA 3D-2009,PETROBRAS COLOMBIA LIMITED,SINU OFFSHORE,WESTERN TRIDENT,1/1/1900 12:00:00 AM,-75.99173816,-75.01745629,10.99794351,11.33542072,0.145378704654,2.32256381933,1836174013.66406,259772.074020512
254,PUT-01,218.35819886,ALGUACIL 3D-2013,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,VECTOR GEOPHYSICAL SAS,1/1/1900 12:00:00 AM,-76.70563294,-76.60304484,0.74923444,0.97525191,0.0177056380507,0.640295679822,219433854.709167,71282.7137446246
255,LLA-16,48.63984483,LLANOS16 NE 3D-2009,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,PETROANDINA RESOURCES INC.,1/1/1900 12:00:00 AM,-71.78728618,-71.73686343,5.67240645,5.75958008,0.00396427594923,0.263475755248,49370808.3217773,29426.1168400069
256,CPO-13,110.77665626,PENDARE 3D-2013,TECPETROL S.A. E INEPETROL S.A,LLANOS ORIENTALES,VECTOR GEOPHYSICAL SAS,1/1/1900 12:00:00 AM,-71.97541851,-71.82290253,3.67397144,3.78096504,0.00900482386968,0.410594608116,111824345.566895,45742.2177370589
257,TAYRONA,1227.03034879,BAHIA 3D-2003,ECOPETROL S.A.,SINU OFFSHORE,WESTERNGECO INTERNATIONAL LIMITED SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-74.81281031,-74.30717371,11.15227399,11.56494296,0.101590783994,1.37789362181,1284063522.43848,154799.457658415
258,LLA-43,81.6226103,LLANOS 43 3D-2013_A,BC EXPLORACION Y PRODUCCION DE HIDROCARBUROS S L SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-70.85887119,-70.74990503,6.96189915,7.06536975,0.00665825399788,0.336686399218,83132546.7216797,37618.9037177176
259,GUA_OFF-03,4689.99783623,GUAJIRA OFF3 EAST 3D-2014,SHELL EXPLORATION AND PRODUCTION COLOMBIA GMBH,GUAJIRA OFFSHORE,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-73.44883631,-72.98626658,12.19831204,13.04735694,0.390130656328,2.61593045652,4954306227.04785,295881.162180265
260,CHAZA,76.4227269,CHAZA 3D-2007,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",VALLE SUPERIOR DEL MAGDALENA-CAGUAN-PUTUMAYO,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-76.64804865,-76.53707933,0.93137697,1.04675752,0.00619753948971,0.344538374103,76811616.4273071,38356.7499654815
261,CONDOR,283.82821939,GUAVIO ESTE 3D-2008,LUKOIL OVERSEAS COLOMBIA LTD,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-73.18420044,-73.00819019,4.57100358,4.7999957,0.023127237433,0.688970131092,287558159.781494,76828.2486857609
262,CRAVO_NORTE,146.48717415,CRAVO NORTE 3D-2005,"OCCIDENTAL DE COLOMBIA, LLC",LLANOS ORIENTALES,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-71.22889686,-71.01537563,6.87911027,6.9888927,0.0119544575315,0.50178092868,149230409.129883,55966.2101785015
263,CARACARA,36.51253432,CARACARA SUR 3D-2005,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.00847219,-71.92580463,4.09488271,4.15733576,0.0029697743393,0.228005918767,36897168.3286133,25407.0147965707
264,MARANTA,30.47733557,MIRTO 3D-2009,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAGUAN-PUTUMAYO,PETROSEISMIC SERVICES S A,1/1/1900 12:00:00 AM,-76.59040725,-76.55391739,0.82025476,0.88809247,0.00247155207489,0.208519986837,30630950.6898804,23214.0175771563
265,PLAYON,209.1328161,CAGUI 3D-2005,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.66363551,-73.48502581,7.59207576,7.78575026,0.0171388581746,0.536177229425,214312191.625,59979.4184901478
266,ARRENDAJO,85.5736543,ARRENDAJO SUR 3D-2010,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SAE EXPLORATION S.A.S.,1/1/1900 12:00:00 AM,-71.17805945,-71.08476101,5.30586869,5.40748916,0.00696335437221,0.334443645798,86668601.4916992,37316.5155392399
267,COROCORA,41.22361345,COROCORA_3D-2009,PERENCO OIL AND GAS COLOMBIA LIMITED,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-71.03054056,-70.9631059,5.28725341,5.37056535,0.0033535234814,0.25677386559,41737302.1289063,28657.2919624322
268,LLA-24,209.3064797,VISTAMAR 3D-2009,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-71.76970657,-71.60075835,4.90365808,5.1029341,0.0170381602346,0.619099596906,211946202.473877,69078.4939735057
269,PIEDEMONTE,271.20209441,FLORENA 3D-2006,BP EXPLORATION COMPANY,CORDILLERA ORIENTAL,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-72.52219434,-72.31210602,5.37613933,5.58651803,0.0221127861756,0.594649566325,275280638.931641,66348.5292220917
270,TOLIMA_(ASOCIACION),84.423421,TOL B RSALDANA 3D-92,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.S,VALLE SUPERIOR DEL MAGDALENA,WESTERN,1/1/1900 12:00:00 AM,-75.40783187,-75.32625458,3.65078156,3.75853544,0.00686910119289,0.337099879482,85300331.7495117,37572.175327912
271,SIERRA,46.52773955,LA SIERRA 3D-2009,RANCHO HERMOSO,VALLE MEDIO DEL MAGDALENA,GEOENERGY,1/1/1900 12:00:00 AM,-74.93578763,-74.88276738,4.72467664,4.81119469,0.00379193157828,0.257137849599,47152901.4645996,28688.2002289008
272,GUARROJO,161.07875604,GUARROJO 3D-2007,HOCOL S.A.,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.74268686,-71.50248273,4.1769778,4.34629126,0.0130969787837,0.631209516274,162748403.875244,70341.571451094
273,RIO_ZULIA,103.03336295,RIO ZULIA 3D-2009,ECOPETROL S.A.,CATATUMBO,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-72.5053831,-72.40015713,8.11726089,8.25279606,0.00844767533353,0.379671907944,105761205.178711,42526.384365755
274,DOROTEA,163.78463933,DOROTEA ESTE 3D-2008,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.0211305,-70.87721075,5.34569127,5.58629074,0.0133249269225,0.640556409727,165883085.222656,71522.1289219818
275,CEBUCAN,64.43556757,CEBUCAN NORTE 3D-2012,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-72.60443288,-72.53304667,4.873741,4.98378597,0.00525007676475,0.297875478992,65300554.9941406,33241.5674024123
276,CUBIRO,139.1503043,CUBIRO 3D-2009 (B),FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SEISMIC & DRILLING SERVICES S.A.,1/1/1900 12:00:00 AM,-71.37667642,-71.23186651,5.15158937,5.31258389,0.011323934129,0.50835803193,140914744.512695,56724.5416584924
277,CANAGUARO,25.33503517,CANAGUARO 3D-2012,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,G2 SEISMIC LTD SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-72.71966881,-72.66427697,4.7824729,4.8452372,0.00206411314576,0.195107887218,25669054.8586426,21757.3817852205
278,LLA-34,32.75695434,MAX 3D-2012,"GEOPARK COLOMBIA E&P, S.A. - SUCURSAL COLOMBIA",LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-72.57936177,-72.50623527,4.46298307,4.53616382,0.00266729653054,0.206911181009,33155405.9726563,23068.9059906092
279,LLA-34,114.28185522,LLANOS34 3D-2009,WINCHESTER OIL & GAS S.A.,LLANOS ORIENTALES,KINETEX GEOSCIENCES INC SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-72.64396501,-72.50983431,4.42843779,4.57298843,0.00930606805124,0.401796749968,115676981.389893,44802.2086012038
280,MATAMBO,66.75362942,MATAMBO 3D-2006,EMERALD ENERGY PLC SUCURSAL COLOMBIA,VALLE SUPERIOR DEL MAGDALENA,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-75.59981516,-75.51170562,2.23252632,2.32235557,0.00542367821409,0.308887157849,67263512.9349365,34399.1929560377
281,CPO-04,523.09624675,RIO HUMEA 3D-2010,SK ENERGY CO LTD,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-73.3160776,-72.99702155,4.13243821,4.41523196,0.0426014808076,0.990597867404,529397971.498535,110421.798767072
282,GUA_OFF-03,2437.580559,GUAJIRA OFF3 3D-2015,SHELL EXPLORATION AND PRODUCTION COLOMBIA GMBH,GUAJIRA OFFSHORE,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-74.00000168,-73.39301331,12.19268475,12.81854788,0.202606255978,2.08946510255,2571908855.92383,235663.807483576
283,CASANARE_ESTE,115.68359016,CASANARE ESTE 3D-2010,PETROMINERALES COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S.A. - GSS,3/20/2011 12:00:00 AM,-71.867933,-71.778874,5.057928,5.204466,0.00943353487325,0.465824672915,117372441.476563,51986.4890485823
284,LLA-27,56.52131126,LLANOS27 3D-2011EXT,SANTA MARIA PETROLEUM INC SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-72.27731225,-72.16456335,4.68447204,4.76960511,0.00460215585831,0.316907765549,57224832.0991211,35335.8833598444
285,TIBU,60.13149686,CARBONERA LA SILLA 3D-2006,ECOPETROL S.A.,CATATUMBO,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-72.54762722,-72.49064146,8.3661472,8.4534176,0.00493321541247,0.287419254194,61797026.5673828,32206.0989946432
286,LA_LOMA,40.9858048,PAUJIL 3D-2012,DRUMMOND LTD,CESAR RANCHERIA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.49355438,-73.40731722,9.5892056,9.6805406,0.00337568922248,0.293982316029,42429967.3598633,32958.7840070672
287,GARIBAY,81.70615115,GARIBAY NORTE 3D-2012,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.42574819,-72.30393506,4.53768379,4.62764336,0.00665280052287,0.423473248258,82707031.4492188,47218.459681146
288,CRAVOVIEJO,40.56914009,ZOPILOTE 3D-2008,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,"GEOKINETICS INTERNATIONAL, INC",1/1/1900 12:00:00 AM,-71.96474325,-71.9114372,4.87367939,4.97603038,0.00330313602451,0.282144640072,41084146.5107422,31474.945133279
289,TISQUIRAMA_A-B,104.04446494,LOS ANGELES 3D-98,TECNOPETROL-PETRONORTE,VALLE MEDIO DEL MAGDALENA,GAPS LTD,1/1/1900 12:00:00 AM,-73.63469734,-73.51275642,8.02155998,8.14763623,0.00853451803593,0.374790977194,106822194.626465,41932.2449860666
290,PIEDEMONTE,170.2689025,PAUTO 3D-2006,BP EXPLORATION COMPANY,CORDILLERA ORIENTAL,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-72.5932196,-72.42374459,5.30538443,5.47599748,0.0138822366221,0.48096176629,172793236.381836,53660.2791793362
291,COR-15,176.71588035,COR15 3D-2011,MAUREL & PROM COLOMBIA B.V.,CORDILLERA ORIENTAL,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-72.89482172,-72.74883852,5.79669391,5.97164551,0.0144228283488,0.548121148087,179676678.605957,61211.4915700141
292,LLA-40,156.68271595,ONIX 3D-2001,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,GAPS LTD,1/1/1900 12:00:00 AM,-71.43369202,-71.35175457,5.61971803,5.81762429,0.0127628550956,0.529770227257,158946629.449219,59189.6744463104
293,LLA-38,150.38002496,SAN MIGUEL N 3D-2005,ECOPETROL S.A.,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.73457511,-71.59420911,6.89419506,7.03304506,0.012284233093,0.497462510956,153360741.227051,55575.1201757559
294,LLA-36,96.764315,LLANOS36 3D-2011,MONTECZ S A,LLANOS ORIENTALES,GEEKO ENERGY S A S,1/1/1900 12:00:00 AM,-73.83562491,-73.71646834,4.03308377,4.15320234,0.00788060631121,0.388030966463,97907026.1674805,43253.5042823315
295,TIPLE,339.4391946,TIPLERO 3D-2014,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,VECTOR GEOPHYSICAL SAS,1/1/1900 12:00:00 AM,-72.53395257,-72.15518418,4.3450596,4.52005302,0.0276318417733,1.2323803867,343444534.300049,137391.03049685
296,GUACHIRIA,235.41847135,GUACHIRIA 3D-2007,SOLANA PETROLEUM EXPLORATION COLOMBIA LIMITED,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.41792721,-71.33658281,5.39688916,5.63294746,0.0191696768837,0.634469490647,238656052.529297,70873.2107718662
297,RIO_PAEZ,37.24692135,LA CANADA NORTE 3D-2010,HOCOL S.A.,VALLE SUPERIOR DEL MAGDALENA,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-75.68733446,-75.61298277,2.36890378,2.44333096,0.00302627912841,0.220078562446,37534833.9135742,24509.8455514868
298,LEONA,31.58527701,LEONA B 3D-2006,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.14344211,-71.08874611,5.64586106,5.71446506,0.0025714800115,0.206171223404,32023094.8066406,23016.6561423368
299,QUIFA,350.28934249,QUIFA DESARROLLO 3D-2011,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,G2 SEISMIC LTD SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-71.67123254,-71.49133619,3.69966375,3.90050945,0.0284652712124,0.788368661577,353521362.958984,87858.7388923049
300,RUMIYACO,53.74452332,RUMIYACO NORTE 3D-2012,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,SATELITE SISMICA & SERVICIOS LTDA,1/1/1900 12:00:00 AM,-77.03010128,-76.95396302,0.47355081,0.57139972,0.00435507606994,0.320079803492,53970553.7056274,35631.9939258526
301,CICUCO,89.21154799,CICUCO 3D-2011,ECOPETROL S.A.,VALLE INFERIOR DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-74.67109372,-74.57642528,9.19602696,9.30882171,0.00733996135723,0.31848483498,92155842.6972656,35717.3339805343
302,SOGAMOSO,133.47884608,SOGAMOSO 3D-2010,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,GEOESPECTRO S A S,1/1/1900 12:00:00 AM,-73.75622032,-73.65448745,7.20900111,7.35440991,0.0109291486291,0.424807608913,136536084.775391,47524.156638947
303,CASTOR,144.34573687,CASTOR 3D-2011,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.87877309,-71.79323839,5.20525081,5.43259624,0.0117580966388,0.678074932496,146335330.516113,75681.5570094093
304,CPO-12,297.6635158,CPO12 3D-2011,UNION TEMPORAL META PETROLEUM LTD CEPCOLSA Y TALISMAN COLOMBIA OIL & GAS LTD,LLANOS ORIENTALES,G2 SEISMIC LTD SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-72.45597413,-72.25105747,3.74116159,3.99350771,0.0242127710548,0.732339592145,300730722.488525,81631.8236123056
305,LLA-18,320.78833871,LLANOS18 3D-2011,LOH ENERGY SUCURSAL COLOMBIA,LLANOS ORIENTALES,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-71.3686589,-71.08529751,5.75487231,5.85018138,0.026127047464,0.736495227813,325434621.378906,82092.7923644512
306,LLA-20,38.06299347,LLANOS20N 3D-2010,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,PETROANDINA RESOURCES INC.,1/1/1900 12:00:00 AM,-71.62028041,-71.57996494,5.42166959,5.5046318,0.00310022294126,0.233506200769,38593219.0151367,26074.9721702587
307,COL-03,1884.89570869,COL3 3D-2014,SHELL EXPLORATION AND PRODUCTION COLOMBIA GMBH,COLOMBIA,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-75.3017844,-74.7477354,11.25008978,11.76657794,0.156145212354,1.55391923932,1974710392.60938,174678.966598612
308,ARAUCA,156.92055845,ARAUCA 3D-82,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,GSI,1/1/1900 12:00:00 AM,-71.90826451,-71.73529666,6.89676409,7.06013859,0.012820918312,0.477693617969,160064127.17041,53364.1983294408
309,BOQUERON,164.61992338,BOQUERON 3D-2000,PETROBRAS COLOMBIA LIMITED,CORDILLERA ORIENTAL,GAPS LTD,1/1/1900 12:00:00 AM,-74.66051124,-74.5032641,4.10250177,4.24563824,0.0134074465787,0.463785412486,166587075.336426,51689.9074556893
310,RC-12,235.81849447,CAMURO 3D-2014,ECOPETROL S.A.,GUAJIRA OFFSHORE,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-71.2158885,-71.00844155,12.16654672,12.33337798,0.0195414885622,0.61853519953,247805811.166992,69607.3939909886
311,LLA-16,269.93899296,LLANOS16 3D-2009,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,PETROANDINA RESOURCES INC.,1/1/1900 12:00:00 AM,-71.91233983,-71.78463325,5.39446023,5.73262216,0.0219980652466,0.873973088377,273884881.385254,97628.7185093356
312,CARBONERA,83.89729282,CARBONERA 3D-2008,WELL LOGGING SAS,CATATUMBO,UT PETROL,1/1/1900 12:00:00 AM,-72.79424415,-72.69561596,8.29179818,8.41712794,0.0068832367766,0.401215607245,86213216.8188477,44920.0157614271
313,LLA-34,212.54307017,LLANOS34 3D-2010,"GEOPARK COLOMBIA E&P, S.A. - SUCURSAL COLOMBIA",LLANOS ORIENTALES,CGG VERITAS SERVICES S.A.,1/1/1900 12:00:00 AM,-72.76078059,-72.51320355,4.33676662,4.50248034,0.0173059752712,0.654167135759,215099737.120361,72911.1664243503
314,CLARINERO,244.84130554,CLARINERO 3D-2009,HOCOL S.A.,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-70.85338358,-70.67095761,5.02727968,5.2102844,0.0199022138545,0.694411568352,247619079.143555,77460.8890834404
315,PUERTO_BOYACA,192.062875,PUERTO BOYACA 3D-96,ECOPETROL S.A.,VALLE MEDIO DEL MAGDALENA,WESTERN,1/1/1900 12:00:00 AM,-74.54104012,-74.42932737,5.82758835,6.00502671,0.0156835282822,0.576518638671,195386944.052734,64389.2792763293
316,RC-08,489.50401884,RC8 3D-2012,ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,GUAJIRA OFFSHORE,DOLPHIN GEOPHYSICAL AS SUCURSAL COLOMBIA,1/1/1900 12:00:00 AM,-73.23882085,-73.04319332,11.67069431,11.9035398,0.0405911343975,0.846030956608,513845675.765625,95287.0765164857
317,TIBU,189.38361969,PETROLEA PROFUNDO 3D-2008,ECOPETROL S.A.,CATATUMBO,GLOBAL GEOPHYSICAL SERVICES,5/19/2009 12:00:00 AM,0,0,0,0,0.0155400615334,0.509612343929,194694345.788574,57126.1241847536
318,TIPLE,265.46714541,TIPLE 3D-2007,CEPSA COLOMBIA S.A.,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.60346511,-72.38038402,4.37417149,4.50034727,0.0216127736061,0.644404469418,268635286.175781,71810.2488605362
319,LLA-09,698.18111605,LLANOS9 3D-2011,ECOPETROL S.A.,LLANOS ORIENTALES,GLOBAL GEOPHYSICAL SERVICES INC,1/1/1900 12:00:00 AM,-71.99999373,-71.75000523,5.75034812,6.16336448,0.0569170888698,1.15231660576,709124874.902832,128736.230335001
320,NISCOTA,117.67761485,NISCOTA 3D-2000,EQUION ENERGIA LIMITED,CORDILLERA ORIENTAL,GAPS LTD,1/1/1900 12:00:00 AM,-72.35432386,-72.21428854,5.5482241,5.67068748,0.00959576520059,0.39171264143,119483154.285156,43700.4358189135
321,CASTOR,109.78752458,CASTOR 3D-2009,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.82885552,-71.74712216,5.31751722,5.46193832,0.00894350535425,0.372064655459,111320391.880371,41540.0950830722
322,PIEDEMONTE,453.79203158,PIEDEMONTE 3D-2011,BP EXPLORATION COMPANY,CORDILLERA ORIENTAL,B.P.,1/1/1900 12:00:00 AM,-72.59369992,-72.31076795,5.30469077,5.58819386,0.0369996939821,0.801067391949,460579572.869141,89377.3157209891
323,LLA-16,67.44835529,LLANOS16 ESTE 3D-2011,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.83863075,-71.76540694,5.47837128,5.56098187,0.00549574917071,0.308068351466,68420963.8793945,34379.3649680336
324,ALICANTE,180.11945798,ALICANTE 3D-2008,META PETROLEUM LTD,LLANOS ORIENTALES,CGL COMPAÑIA GEOFISICA LATINOAMERICANA S.A.,2/10/2009 12:00:00 AM,0,0,0,0,0.0146686516687,0.514864356283,182256372.06665,57393.0456184944
325,LEONA,39.0290443,LEONA B SUR 3D-2008,NEW GRANADA ENERGY CORPORATION SUCURSAL COLOMBIANA,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.15848581,-71.09574522,5.58768848,5.66603895,0.00317730826369,0.239752608668,39563776.6621094,26764.894300581
326,ARRENDAJO,19.78373559,YAGUAZO NORTE 3D-2010,FRONTERA ENERGY COLOMBIA CORP. SUCURSAL COLOMBIA,LLANOS ORIENTALES,SAE EXPLORATION S.A.S.,1/1/1900 12:00:00 AM,-71.13592604,-71.10072175,5.56451312,5.61040435,0.00161042522823,0.16195299435,20051707.2216797,18077.2689393161
327,COLONIA,54.452865,COLONIA 3D-2008,SOLANA PETROLEUM EXPLORATION COLOMBIA LIMITED,LLANOS ORIENTALES,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-71.61508958,-71.55833094,5.66522914,5.74381769,0.00443686123171,0.270051652412,55255355.6640625,30149.0139845046
328,RIO_VERDE,115.94924159,RIO VERDE 3D-2009,HARKEN DE COLOMBIA LIMITED,LLANOS ORIENTALES,CGL COMPANIA GEOFISICA LATINOAMERICANA S.A,1/1/1900 12:00:00 AM,-72.22027588,-72.07570047,5.06907517,5.13748763,0.00944576098196,0.425785476857,117517870.885254,47458.7808655614
329,BALAY,450.90534042,BALAY 3D-2008,PETROBRAS COLOMBIA LIMITED,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-72.83861255,-72.58904711,4.45086495,4.72941768,0.0367295347422,0.830724984798,456618275.781494,92646.3995702273
330,NANCY-BURDINE-MAXINE,101.13196819,NANCY 3D-2018,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,BGP INC SUCURSAL NUEVA GRANADA,7/13/2019 12:00:00 AM,-76.80387,-76.60517,0.54092,0.6683,0.0081991003941,0.458531244749,101608975.76535,51044.6830135528
331,UPAR,140.21740272,ARBOLITO GUABI 3D-91,SHELL EXPLORATION AND PRODUCTION COLOMBIA GMBH,VALLE SUPERIOR DEL MAGDALENA,HGS,1/1/1900 12:00:00 AM,-75.51032572,-75.38333417,2.8377225,3.00477585,0.0113990489007,0.473859027094,141439912.931152,52786.5658812691
332,CAPACHOS,302.25608254,CAPACHOS SM 3D-2005,PAREX RESOURCES COLOMBIA LTD SUCURSAL,LLANOS ORIENTALES,GEOFISICA SISTEMAS Y SOLUCIONES S A GSS EN LIQUIDACION JUDICIAL - GSS S A,1/1/1900 12:00:00 AM,-71.85096111,-71.67912411,6.46986106,6.67144106,0.0246736816335,0.767340424991,307777630.867188,85705.7016583382
333,SAN_PEDRO,112.54357737,GUEPAJE 3D-2000,PETROBRAS COLOMBIA LIMITED,VALLE INFERIOR DEL MAGDALENA,GAPS LTD,1/1/1900 12:00:00 AM,-75.03785375,-74.93990024,9.36561019,9.50158199,0.00926271987487,0.3797889102,116356474.01416,42652.1666578376
334,ALEA-1848-A,83.87590537,ALEA 1848A 3D-2018,"GRAN TIERRA ENERGY COLOMBIA, LLC SUCURSAL",CAGUAN-PUTUMAYO,BGP INC SUCURSAL NUEVA GRANADA,6/15/2019 12:00:00 AM,-76.716479,-76.57569,0.50036,0.5898,0.0068007601761,0.440582675378,84279168.6689758,49046.2923554865
335,SURIMENA,36.52421235,GUARIMENA 3D-2006,HUPECOL OPERATING CO LLC,LLANOS ORIENTALES,SISMOPETROL SAS,1/1/1900 12:00:00 AM,-71.88620725,-71.8223193,4.62123386,4.70414639,0.00297236913128,0.227625108406,36955992.4179688,25390.2561382025
336,VSM-13,71.44734429,ARRAYANES 3D-2001,PETROBRAS COLOMBIA LIMITED,VALLE SUPERIOR DEL MAGDALENA,GAPS LTD,1/1/1900 12:00:00 AM,-75.32319388,-75.21139226,2.82358689,2.93189502,0.00580901990119,0.312951104376,72076629.7712402,34858.8852462295
337,ORQUIDEA,147.886257,ORQUIDEA 3D-2004,BURLINGTON RESOURCES COLOMBIA LIMITED COLOMBIAN BRANCH,VALLE MEDIO DEL MAGDALENA,GRANT GEOPHYSCIAL INC,1/1/1900 12:00:00 AM,-74.50525011,-74.36090211,6.00916606,6.15774606,0.012080421301,0.470995969141,150549162.73291,52576.0945428836
